schema_version,episode_id,pair_id,condition_order,task_suite,task_id,episode_index,task_description,mode,latency_source,replan_steps,latency_steps,seed,success,termination_reason,initial_state_sha256,environment_steps,task_action_steps,latency_action_steps,policy_queries,accepted_chunks,rejected_chunks,stale_chunks_executed,stale_action_steps,interventions,deadline_misses,horizon_overruns,age_refreshes,fallback_hold_steps,simulated_catchup_steps,observation_age_p50_ms,observation_age_p95_ms,observation_age_max_ms,inference_latency_p50_ms,inference_latency_p95_ms,wall_time_s,failure_category,failure_type,failure_message,video_required,video_path,video_error_type,video_error_message
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_000/h_05/l_000,0,libero_spatial,0,0,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,success_during_inference_delay,a6db032a71041791fbc1abf677d4c70813c24c8a608bd77e606c5a5516596950,162,100,52,21,20,0,20,100,0,0,0,0,0,52,162.97658600160503,244.0492500008986,244.06307400022342,80.57530500082066,82.19065500088618,8.337049099000069,,,,True,videos/libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,a6db032a71041791fbc1abf677d4c70813c24c8a608bd77e606c5a5516596950,113,68,35,14,14,0,14,68,0,0,0,0,0,35,163.08101349932258,243.32218150057088,243.55415999889374,80.70292049978889,82.16157729984843,5.718319646000964,,,,True,videos/libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_001/h_05/l_000,2,libero_spatial,0,1,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,278492f91da9db900616fd988bf35ccda53896ced8ca433dde3c9dca18d55de9,117,73,34,15,15,0,15,73,0,0,0,0,0,34,123.38582200027304,243.18908090008335,243.73213600119925,80.54698999876564,82.02723190042889,5.8589023029999225,,,,True,videos/libero_spatial__task_000__episode_001__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_001__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_001/h_05/l_000,3,libero_spatial,0,1,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,False,step_limit,278492f91da9db900616fd988bf35ccda53896ced8ca433dde3c9dca18d55de9,230,152,68,31,31,0,31,152,0,0,0,0,0,68,122.96324700037076,243.3770090001417,243.7492380013282,80.40442899982736,81.15857399934612,10.874739278999186,,,,True,videos/libero_spatial__task_000__episode_001__h_05__l_000__async_unguarded__failure.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_000/h_05/l_000,4,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,188,128,50,26,26,0,26,128,0,0,0,0,0,50,123.11134950050473,164.90206650041728,242.33168300088437,80.58107500073675,81.66710874911587,9.000856504000694,,,,True,videos/libero_spatial__task_001__episode_000__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_000/h_05/l_000,5,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,119,77,32,16,16,0,16,77,0,0,0,0,0,32,123.0462465000528,184.47483400041165,242.90085100074066,80.47969299968827,82.20987525055534,6.04505090100065,,,,True,videos/libero_spatial__task_001__episode_000__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_001/h_05/l_000,6,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,success_during_inference_delay,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,107,65,32,14,13,0,13,65,0,0,0,0,0,32,142.6691619999474,244.01511349960856,244.47728300037852,80.79860149973683,81.71769059945291,5.637405542000124,,,,True,videos/libero_spatial__task_001__episode_001__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_001__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_001/h_05/l_000,7,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,False,step_limit,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,230,145,75,30,29,0,29,145,0,0,0,0,0,75,162.50372000013158,243.59249609969993,244.04849500024284,80.3268185009074,83.28146105041014,11.713087911999537,,,,True,videos/libero_spatial__task_001__episode_001__h_05__l_000__async_unguarded__failure.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_002__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_002/episode_000/h_05/l_000,8,libero_spatial,2,0,pick up the black bowl from table center and place it on the plate,async_unguarded,measured_wall,5,0,7,True,success_during_inference_delay,149d26b8f163da15e9580b76568baf6effd9a55e60ab407c53aa01ee3a8223b7,146,90,46,19,18,0,18,90,0,0,0,0,0,46,124.80054899970128,244.607163100045,245.98433500068495,81.17310000125144,82.65249339947331,7.703566491001766,,,,True,videos/libero_spatial__task_002__episode_000__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_002__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_002/episode_000/h_05/l_000,9,libero_spatial,2,0,pick up the black bowl from table center and place it on the plate,latency_aligned,measured_wall,5,0,7,True,success_during_inference_delay,149d26b8f163da15e9580b76568baf6effd9a55e60ab407c53aa01ee3a8223b7,118,70,38,15,14,0,14,70,0,0,0,0,0,38,127.86614899960114,243.6714042994936,243.76015100096993,80.21709199965699,82.71396100062702,6.183155474000159,,,,True,videos/libero_spatial__task_002__episode_000__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_002__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_002/episode_001/h_05/l_000,10,libero_spatial,2,1,pick up the black bowl from table center and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,10dff1a03dc73d7a05d9ea0670467a3d4936ec49dc8b8af0df964109940911ed,111,68,33,14,14,0,14,68,0,0,0,0,0,33,123.1751040004383,243.47560734968283,244.9115620001976,80.51973049987282,81.65225549964816,5.688417295999898,,,,True,videos/libero_spatial__task_002__episode_001__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_002__episode_001__h_05__l_000__async_unguarded,libero_spatial/task_002/episode_001/h_05/l_000,11,libero_spatial,2,1,pick up the black bowl from table center and place it on the plate,async_unguarded,measured_wall,5,0,7,True,success_during_inference_delay,10dff1a03dc73d7a05d9ea0670467a3d4936ec49dc8b8af0df964109940911ed,139,85,44,18,17,0,17,85,0,0,0,0,0,44,123.42488349986525,243.761243750032,246.26881600124761,80.53227799973683,81.78803484943273,7.382032019999315,,,,True,videos/libero_spatial__task_002__episode_001__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_003__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_003/episode_000/h_05/l_000,12,libero_spatial,3,0,pick up the black bowl on the cookie box and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,63e3f2e0b980d79c6d974bb7d9d537d1997a100670f27bbff2946a11cfa0b635,156,98,48,20,20,0,20,98,0,0,0,0,0,48,162.73016250033834,242.58928719991673,243.59317499875033,80.24664049935382,81.8634040489087,8.073539851999158,,,,True,videos/libero_spatial__task_003__episode_000__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_003__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_003/episode_000/h_05/l_000,13,libero_spatial,3,0,pick up the black bowl on the cookie box and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,63e3f2e0b980d79c6d974bb7d9d537d1997a100670f27bbff2946a11cfa0b635,98,59,29,12,12,0,12,59,0,0,0,0,0,29,162.72435700011556,199.79058499993693,242.9143360004673,80.54660349989717,81.33689255064382,5.134995952999816,,,,True,videos/libero_spatial__task_003__episode_000__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_003__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_003/episode_001/h_05/l_000,14,libero_spatial,3,1,pick up the black bowl on the cookie box and place it on the plate,latency_aligned,measured_wall,5,0,7,True,success_during_inference_delay,1389df4eaca7a1a74b8dd5364347e0d749d1bed10a58143e39be03fc0ab82f41,90,50,30,11,10,0,10,50,0,0,0,0,0,30,164.72667600100976,245.4909094994946,245.67058399952657,81.98150899988832,82.60388899998361,5.088458143000025,,,,True,videos/libero_spatial__task_003__episode_001__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_003__episode_001__h_05__l_000__async_unguarded,libero_spatial/task_003/episode_001/h_05/l_000,15,libero_spatial,3,1,pick up the black bowl on the cookie box and place it on the plate,async_unguarded,measured_wall,5,0,7,True,success_during_inference_delay,1389df4eaca7a1a74b8dd5364347e0d749d1bed10a58143e39be03fc0ab82f41,152,90,52,19,18,0,18,90,0,0,0,0,0,52,164.18451800018374,245.69113590023335,246.2919839999813,81.50116000069829,83.14289240042854,8.516324645001077,,,,True,videos/libero_spatial__task_003__episode_001__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_004__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_004/episode_000/h_05/l_000,16,libero_spatial,4,0,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,async_unguarded,measured_wall,5,0,7,True,success_during_inference_delay,1bec82314760dc1015377b8cebf3627af0020e1c7ce928989a7d6fdc8679649a,155,90,55,19,18,0,18,90,0,0,0,0,0,55,165.05218699967372,244.79614479987504,245.09258500074793,81.83626699974411,82.3507390992745,8.507683084000746,,,,True,videos/libero_spatial__task_004__episode_000__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_004__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_004/episode_000/h_05/l_000,17,libero_spatial,4,0,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,latency_aligned,measured_wall,5,0,7,True,success_during_inference_delay,1bec82314760dc1015377b8cebf3627af0020e1c7ce928989a7d6fdc8679649a,122,70,42,15,14,0,14,70,0,0,0,0,0,42,164.26593899996078,243.6876656005552,243.8088160015468,81.0219920003874,83.09881360000873,6.628733337000085,,,,True,videos/libero_spatial__task_004__episode_000__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_004__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_004/episode_001/h_05/l_000,18,libero_spatial,4,1,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,edb02423af27fd85edc08731a8438e5f3de8dd2454592461a4a8824a3c2db194,131,83,38,17,17,0,17,83,0,0,0,0,0,38,162.39193900037208,180.25292119964428,243.42894999972486,80.59698400029447,81.9850004001637,6.691496511999503,,,,True,videos/libero_spatial__task_004__episode_001__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_004__episode_001__h_05__l_000__async_unguarded,libero_spatial/task_004/episode_001/h_05/l_000,19,libero_spatial,4,1,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,async_unguarded,measured_wall,5,0,7,False,step_limit,edb02423af27fd85edc08731a8438e5f3de8dd2454592461a4a8824a3c2db194,230,150,70,31,30,0,30,150,0,0,0,0,0,70,124.63315200147917,245.00923249979678,246.27575300110038,81.68523899985303,82.38950649956678,11.858467756999744,,,,True,videos/libero_spatial__task_004__episode_001__h_05__l_000__async_unguarded__failure.mp4,,
