scenario,payload_mass,execution_horizon,query_index,sequence_id,action_offset,executed_horizon,decision_status,policy_source,runtime_fallback,failure_stage,guard_fallback,fallback_reason,deadline_exceeded,state_mismatch_exceeded,state_mismatch_rad,fault_injected,injected_state_jump_rad,camera_freeze_injected,camera_freeze_target,policy_inference_attempted,observation_healthy,observation_failure_reasons,observation_state_change_rad,exterior_frame_replayed,wrist_frame_replayed,exterior_image_sha256,wrist_image_sha256,exterior_frame_delta_mean_abs,wrist_frame_delta_mean_abs,policy_latency_ms,client_inference_latency_ms,validated_policy_response,server_timing,simulated_inference_wait_s,executed_interventions,planned_interventions,supervisor_latency_ms,raw_action_available,observation_q,dispatch_q,actual_q_after
single_block,0.0,15,0,0,0,15,guarded,scripted_non_learned_reference,False,,False,,False,False,0.0,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,,True,True,[],,False,False,74be202983249d4676286ca28436d0423a4ff9a1f277bec0b5e037768444ccbb,4ac8fa3eb7d0f3b48aa92a7d5fc6505279028f9c3b570dab9dac0c3c0cf5c617,,,0.0,0.0,True,{},0.0,0,0,7.784600005834363,True,"[-6.645505167103729e-12, -0.7499999999998178, -8.430052443761439e-12, -2.2499999999996256, -1.5328964921158848e-11, 1.5500000000003826, 0.7499999999997874]","[-6.645505167103729e-12, -0.7499999999998178, -8.430052443761439e-12, -2.2499999999996256, -1.5328964921158848e-11, 1.5500000000003826, 0.7499999999997874]","[-0.04075408999084793, -0.6447511285033644, -0.03390184542515993, -2.0692706591558174, -0.04859763580108362, 1.6437909583796524, 0.49763891434190904]"
single_block,0.0,15,1,15,15,15,guarded,scripted_non_learned_reference,False,,False,,False,False,0.0,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,,True,True,[],0.25236108565787835,False,False,fa398dba1baa8e4b89eca0be474cc99c869690f03097bef4fdbb7e083553f921,44b86f691cae30eb82570a1427db5e938f7fc47512338f64e67b60b1a1d2a6aa,5.093165391156463,21.76105442176871,0.0,0.0,True,{},0.0,0,0,11.875700001837686,True,"[-0.04075408999084793, -0.6447511285033644, -0.03390184542515993, -2.0692706591558174, -0.04859763580108362, 1.6437909583796524, 0.49763891434190904]","[-0.04075408999084793, -0.6447511285033644, -0.03390184542515993, -2.0692706591558174, -0.04859763580108362, 1.6437909583796524, 0.49763891434190904]","[-0.08183519782007337, -0.5386886163629541, -0.06806651065729538, -1.8867504051708026, -0.09801893586304995, 1.7400475916048912, 0.23661353400636534]"
single_block,0.0,15,2,30,30,15,guarded,scripted_non_learned_reference,False,,False,,False,False,0.0,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,,True,True,[],0.2610253803355437,False,False,1411515a21d38f0da92c49171092ceb19e28aca8c34d6d98b73ed59a20b00c55,9e0488934fe27ee592d4fe648f63417ecfd095aeabed953298109427c1e98d76,4.908322704081633,15.906721673044217,0.0,0.0,True,{},0.0,0,0,17.626999993808568,True,"[-0.08183519782007337, -0.5386886163629541, -0.06806651065729538, -1.8867504051708026, -0.09801893586304995, 1.7400475916048912, 0.23661353400636534]","[-0.08183519782007337, -0.5386886163629541, -0.06806651065729538, -1.8867504051708026, -0.09801893586304995, 1.7400475916048912, 0.23661353400636534]","[-0.1229221382315169, -0.4326644215572016, -0.10224250816966594, -1.7042192838660701, -0.14743955866856756, 1.8362861954415741, -0.02438709578930489]"
single_block,0.0,15,3,45,45,15,guarded,scripted_non_learned_reference,False,,False,,False,False,0.0,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,,True,True,[],0.26100062979567024,False,False,84483bcb7be5e347bcc11f85e7876211288e536c31f282c113e8c6cd3be21569,a037cae8140ea13f3f7c127c9ebd7a6b434c05e6bbd2198894d8ec3710e379c0,4.79530718537415,12.709881218112244,0.0,0.0,True,{},0.0,0,0,9.516599995549768,True,"[-0.1229221382315169, -0.4326644215572016, -0.10224250816966594, -1.7042192838660701, -0.14743955866856756, 1.8362861954415741, -0.02438709578930489]","[-0.1229221382315169, -0.4326644215572016, -0.10224250816966594, -1.7042192838660701, -0.14743955866856756, 1.8362861954415741, -0.02438709578930489]","[-0.1640091752332675, -0.3266437595273301, -0.1364182530725497, -1.5216867701118872, -0.19686061215627884, 1.9325257074004811, -0.28538770981904626]"
single_block,0.0,15,4,60,60,15,guarded,scripted_non_learned_reference,False,,False,,False,False,0.0,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,,True,True,[],0.2610006140297414,False,False,7f3395056425c541749921d76e362b6dc9b7e7a19c8c90b2c8535869dd52707f,7ac87489ff130ce442cb7f658240dca7b516b1f60b9f5ea4f3dadf4c702c1962,4.376288796768708,16.409458705357142,0.0,0.0,True,{},0.0,0,0,9.86390000616666,True,"[-0.1640091752332675, -0.3266437595273301, -0.1364182530725497, -1.5216867701118872, -0.19686061215627884, 1.9325257074004811, -0.28538770981904626]","[-0.1640091752332675, -0.3266437595273301, -0.1364182530725497, -1.5216867701118872, -0.19686061215627884, 1.9325257074004811, -0.28538770981904626]","[-0.204271652476161, -0.2298580594310926, -0.15573412935819061, -1.3553704698883158, -0.24819127971319394, 2.0230096566303013, -0.5270269720417365]"
single_block,0.0,15,5,75,75,15,guarded,scripted_non_learned_reference,False,,False,,False,False,0.0,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,,True,True,[],0.24163926222269028,False,False,d29021635a97bdb14c66d030c8ebb2694b8e37b1e92791e4a4d6e617a20bddcd,aba277d7aa8eda6cfffdb43467e841c77559769b1abdff62815187ab51dc7be2,4.220331101190476,23.419118037840136,0.0,0.0,True,{},0.0,0,0,8.904699992854148,True,"[-0.204271652476161, -0.2298580594310926, -0.15573412935819061, -1.3553704698883158, -0.24819127971319394, 2.0230096566303013, -0.5270269720417365]","[-0.204271652476161, -0.2298580594310926, -0.15573412935819061, -1.3553704698883158, -0.24819127971319394, 2.0230096566303013, -0.5270269720417365]","[-0.1645595636053549, -0.20593412212978845, 0.07183203081054883, -1.3463607170732284, -0.3098525333864336, 2.0549360784171866, -0.5717521623806626]"
single_block,0.0,15,6,90,90,15,guarded,scripted_non_learned_reference,False,,False,,False,False,0.0,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,,True,True,[],0.22756616016873943,False,False,f632225af887fd7fdd5ff1cc961ea4dd5106b6205ef0c23a552c7cbe21e9eedd,b9434dd6ec6db9b1391a7fc0f0e501c3293da97e4984721d34bf052efd70900c,10.24182211947279,18.521378082482993,0.0,0.0,True,{},0.0,0,0,8.63250000111293,True,"[-0.1645595636053549, -0.20593412212978845, 0.07183203081054883, -1.3463607170732284, -0.3098525333864336, 2.0549360784171866, -0.5717521623806626]","[-0.1645595636053549, -0.20593412212978845, 0.07183203081054883, -1.3463607170732284, -0.3098525333864336, 2.0549360784171866, -0.5717521623806626]","[-0.13141292662219609, -0.18319366468992318, 0.2893709556290669, -1.3361767765965868, -0.37221593004857567, 2.0866482223790106, -0.6137955279588323]"
single_block,0.0,15,7,105,105,15,guarded,scripted_non_learned_reference,False,,False,,False,False,0.0,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,,True,True,[],0.21753892481851805,False,False,eac40d22af4882868a889f9e294143b7c6e93a243611ed92b3666f86995b3dd4,26df2131dc56e22c6ada2d27803e235fb2c757b152df26253ddd66d9358047ae,9.170958227040817,22.209542410714285,0.0,0.0,True,{},0.0,0,0,7.941999996546656,True,"[-0.13141292662219609, -0.18319366468992318, 0.2893709556290669, -1.3361767765965868, -0.37221593004857567, 2.0866482223790106, -0.6137955279588323]","[-0.13141292662219609, -0.18319366468992318, 0.2893709556290669, -1.3361767765965868, -0.37221593004857567, 2.0866482223790106, -0.6137955279588323]","[-0.07418740583236252, -0.15363882213711424, 0.4964957983628894, -1.3345895827526584, -0.4303158507998235, 2.0998707653574105, -0.6560364887405595]"
single_block,0.0,15,8,120,120,15,guarded,scripted_non_learned_reference,False,,False,,False,False,0.0,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,,True,True,[],0.20712484273382248,False,False,e7c70fce7cf2f12d6371237097524010f2ad97921e7f5199205e727e016a465e,191041faab7775ff11c42f8ee76e8facee27ae7a4d3a517d33f212f25190b00a,7.668506855867347,31.483112776360546,0.0,0.0,True,{},0.0,0,0,9.496799990301952,True,"[-0.07418740583236252, -0.15363882213711424, 0.4964957983628894, -1.3345895827526584, -0.4303158507998235, 2.0998707653574105, -0.6560364887405595]","[-0.07418740583236252, -0.15363882213711424, 0.4964957983628894, -1.3345895827526584, -0.4303158507998235, 2.0998707653574105, -0.6560364887405595]","[0.1482017718253529, -0.014328259040084747, 0.6187717113596305, -1.443687839956193, -0.4291385416494281, 1.9889902058950353, -0.6943039608102997]"
single_block,0.0,15,9,135,135,15,guarded,scripted_non_learned_reference,False,,False,,False,False,0.0,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,,True,True,[],0.22238917765771543,False,False,13a6a27ae36eff6157e416eed9a88f5e547d4a0d054dcf8aefc816402d614a3d,2f2b347f31517bd6797f14193658cbdfd37c098c72589f586807668439b8565d,10.89110331632653,30.389907525510203,0.0,0.0,True,{},0.0,0,0,8.903900001314469,True,"[0.1482017718253529, -0.014328259040084747, 0.6187717113596305, -1.443687839956193, -0.4291385416494281, 1.9889902058950353, -0.6943039608102997]","[0.1482017718253529, -0.014328259040084747, 0.6187717113596305, -1.443687839956193, -0.4291385416494281, 1.9889902058950353, -0.6943039608102997]","[0.3010406156370297, 0.04011655485061953, 0.38786829133084627, -1.4224006880710172, -0.2561651559566715, 2.028727012979084, -0.687614101187901]"
